duration,amount,age,installment_rate,present_residence,number_credits,people_liable,status,credit_history,purpose,savings,employment_duration,other_debtors,property,other_installment_plans,housing,job,telephone,__row_id,__y,__gender,__split
12,2251,46,1,2,1,1,status_2,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,251,0,0,train
30,2150,24,4,2,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_2,other_debtors_2,property_3,other_installment_plans_0,housing_1,job_2,telephone_0,252,1,0,test
24,4151,35,2,3,2,1,status_3,credit_history_3,purpose_3,savings_1,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,253,0,1,train
9,2030,24,2,1,1,1,status_1,credit_history_2,purpose_3,savings_4,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,254,0,1,train
60,7418,27,1,1,1,1,status_1,credit_history_3,purpose_4,savings_4,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,255,0,1,train
24,2684,35,4,2,2,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,256,0,1,train
12,2149,29,4,1,1,1,status_0,credit_history_1,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,257,1,1,train
15,3812,23,1,4,1,1,status_3,credit_history_2,purpose_1,savings_1,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,258,0,0,test
11,1154,57,4,4,3,1,status_3,credit_history_4,purpose_4,savings_1,employment_duration_0,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,259,0,0,train
12,1657,27,2,2,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,260,0,1,train
24,1603,55,4,4,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,261,0,0,test
18,5302,36,2,4,3,1,status_0,credit_history_4,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,262,0,1,test
12,2748,57,2,4,3,1,status_3,credit_history_4,purpose_7,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_1,telephone_0,263,0,0,train
10,1231,32,3,4,2,2,status_3,credit_history_4,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,264,0,1,calib
15,802,37,4,3,1,2,status_1,credit_history_2,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,265,1,1,train
36,6304,36,4,4,2,1,status_3,credit_history_4,purpose_9,savings_4,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,266,0,1,calib
24,1533,38,4,3,1,1,status_3,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_1,housing_1,job_2,telephone_1,267,0,0,test
14,8978,45,1,4,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,268,1,1,calib
24,999,25,4,2,2,1,status_3,credit_history_2,purpose_4,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,269,0,1,train
18,2662,32,4,3,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,270,0,1,test
12,1402,37,3,4,1,1,status_3,credit_history_4,purpose_3,savings_2,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_1,271,0,0,calib
48,12169,36,4,4,1,1,status_1,credit_history_1,purpose_0,savings_4,employment_duration_0,other_debtors_1,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,272,0,1,train
48,3060,28,4,4,2,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,273,1,1,calib
30,11998,34,1,1,1,1,status_0,credit_history_2,purpose_6,savings_0,employment_duration_1,other_debtors_0,property_3,other_installment_plans_2,housing_1,job_1,telephone_1,274,1,1,test
9,2697,32,1,2,1,2,status_3,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,275,0,1,train
18,2404,26,2,2,2,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,276,0,0,test
12,1262,49,2,4,1,1,status_0,credit_history_2,purpose_3,savings_4,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_1,277,0,1,test
6,4611,32,1,4,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,278,1,0,train
24,1901,29,4,4,1,1,status_3,credit_history_2,purpose_4,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_3,telephone_1,279,0,1,test
15,3368,23,3,4,2,1,status_3,credit_history_4,purpose_1,savings_3,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_0,job_2,telephone_1,280,0,1,train
12,1574,50,4,2,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,281,0,1,calib
18,1445,49,4,4,1,1,status_2,credit_history_1,purpose_4,savings_4,employment_duration_3,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_1,telephone_0,282,0,1,test
15,1520,63,4,4,1,1,status_3,credit_history_4,purpose_3,savings_4,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,283,0,1,test
24,3878,37,4,2,1,1,status_1,credit_history_4,purpose_0,savings_1,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,284,0,1,test
47,10722,35,1,1,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_1,285,0,0,train
48,4788,26,4,3,1,2,status_0,credit_history_2,purpose_1,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,286,0,1,train
48,7582,31,2,4,1,1,status_1,credit_history_3,purpose_2,savings_1,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,287,0,1,calib
12,1092,49,4,4,2,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,288,0,0,calib
24,1024,48,4,4,1,1,status_0,credit_history_3,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_1,housing_1,job_2,telephone_0,289,1,1,train
12,1076,26,2,2,1,1,status_3,credit_history_2,purpose_9,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,290,0,1,train
36,9398,28,1,4,1,1,status_1,credit_history_2,purpose_1,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_3,telephone_1,291,1,1,test
24,6419,44,2,4,2,2,status_0,credit_history_4,purpose_1,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,292,0,0,test
42,4796,56,4,4,1,1,status_2,credit_history_4,purpose_1,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,293,0,1,train
48,7629,46,4,2,2,2,status_3,credit_history_4,purpose_9,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_3,telephone_0,294,0,1,train
48,9960,26,1,2,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,295,1,0,test
12,4675,20,1,4,1,1,status_3,credit_history_2,purpose_1,savings_4,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,296,0,0,test
10,1287,45,4,2,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_4,other_debtors_1,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,297,0,1,train
18,2515,43,3,4,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,298,0,1,test
21,2745,32,3,2,2,1,status_1,credit_history_4,purpose_3,savings_3,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,299,0,1,test
6,672,54,1,4,1,1,status_3,credit_history_2,purpose_0,savings_0,employment_duration_0,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_0,telephone_1,300,0,0,train
36,3804,42,4,1,1,1,status_1,credit_history_0,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,301,1,0,calib
24,1344,37,4,2,2,2,status_2,credit_history_4,purpose_0,savings_4,employment_duration_3,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_1,telephone_0,302,1,1,train
10,1038,49,4,3,2,1,status_0,credit_history_4,purpose_0,savings_0,employment_duration_3,other_debtors_1,property_1,other_installment_plans_2,housing_1,job_2,telephone_1,303,0,1,train
48,10127,44,2,2,1,1,status_3,credit_history_4,purpose_0,savings_2,employment_duration_2,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_2,telephone_0,304,1,1,train
6,1543,33,4,2,1,1,status_3,credit_history_2,purpose_3,savings_3,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,305,0,1,calib
30,4811,24,2,4,1,1,status_3,credit_history_2,purpose_1,savings_4,employment_duration_3,other_debtors_0,property_1,other_installment_plans_1,housing_0,job_1,telephone_0,306,0,0,train
12,727,33,4,3,1,1,status_0,credit_history_2,purpose_4,savings_1,employment_duration_1,other_debtors_0,property_3,other_installment_plans_2,housing_1,job_1,telephone_1,307,1,1,train
8,1237,24,3,4,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,308,1,0,test
9,276,22,4,4,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_1,telephone_0,309,0,1,train
48,5381,40,3,4,1,1,status_1,credit_history_2,purpose_2,savings_4,employment_duration_0,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_0,telephone_1,310,0,1,train
24,5511,25,4,1,1,1,status_3,credit_history_2,purpose_3,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_1,housing_1,job_2,telephone_0,311,0,1,train
24,3749,26,2,4,1,1,status_2,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,312,0,0,train
12,685,25,2,3,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_1,telephone_0,313,1,1,calib
4,1494,29,1,2,1,2,status_2,credit_history_2,purpose_0,savings_4,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,314,0,1,train
36,2746,31,4,4,1,1,status_0,credit_history_1,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,315,1,1,calib
12,708,38,2,3,1,2,status_0,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_2,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,316,0,1,train
24,4351,48,1,4,1,1,status_1,credit_history_2,purpose_3,savings_4,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_1,317,0,0,train
12,701,32,4,2,2,1,status_3,credit_history_4,purpose_7,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,318,0,1,calib
15,3643,27,1,4,2,1,status_0,credit_history_3,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,319,0,0,test
30,4249,28,4,2,2,1,status_1,credit_history_4,purpose_0,savings_0,employment_duration_0,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_0,320,1,1,train
24,1938,32,4,3,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,321,1,1,train
24,2910,34,2,1,1,1,status_0,credit_history_2,purpose_1,savings_0,employment_duration_3,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,322,0,1,calib
18,2659,28,4,2,1,1,status_0,credit_history_2,purpose_3,savings_3,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,323,0,1,train
18,1028,36,4,3,2,1,status_3,credit_history_4,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,324,0,0,calib
8,3398,39,1,4,2,1,status_0,credit_history_4,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,325,0,1,test
12,5801,49,2,4,1,1,status_3,credit_history_4,purpose_3,savings_4,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_1,326,0,1,train
24,1525,34,4,3,1,2,status_3,credit_history_2,purpose_0,savings_3,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,327,0,0,train
36,4473,31,4,2,1,1,status_2,credit_history_2,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,328,0,1,train
6,1068,28,4,4,1,2,status_1,credit_history_2,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,329,0,1,train
24,6615,75,2,4,2,1,status_0,credit_history_4,purpose_1,savings_0,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,330,0,1,train
18,1864,30,4,2,2,1,status_3,credit_history_4,purpose_7,savings_1,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,331,1,0,train
60,7408,24,4,2,1,1,status_1,credit_history_2,purpose_0,savings_1,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_0,332,1,0,calib
48,11590,24,2,4,2,1,status_3,credit_history_4,purpose_1,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_0,housing_0,job_1,telephone_0,333,1,0,train
24,4110,23,3,4,2,2,status_0,credit_history_0,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_0,job_2,telephone_0,334,1,1,test
6,3384,44,1,4,1,1,status_0,credit_history_4,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_3,telephone_1,335,1,1,train
13,2101,23,2,4,1,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_2,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,336,0,0,train
15,1275,24,4,2,1,1,status_0,credit_history_2,purpose_5,savings_4,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,337,1,0,test
24,4169,28,4,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,338,0,1,calib
10,1521,31,4,2,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,339,0,1,train
24,5743,24,2,4,2,1,status_1,credit_history_4,purpose_7,savings_0,employment_duration_1,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_1,340,0,0,train
21,3599,26,1,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_1,telephone_0,341,0,0,calib
18,3213,25,1,3,1,1,status_1,credit_history_2,purpose_4,savings_2,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,342,0,1,train
18,4439,33,1,1,1,1,status_1,credit_history_2,purpose_9,savings_0,employment_duration_4,other_debtors_1,property_0,other_installment_plans_0,housing_1,job_3,telephone_1,343,0,1,train
10,3949,37,1,1,1,2,status_2,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_2,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,344,0,1,train
15,1459,43,4,2,1,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,345,0,0,train
13,882,23,4,4,2,1,status_1,credit_history_4,purpose_4,savings_0,employment_duration_1,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,346,0,1,train
24,3758,23,1,4,1,1,status_1,credit_history_2,purpose_4,savings_2,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_0,job_0,telephone_0,347,0,0,train
6,1743,34,1,2,2,1,status_3,credit_history_3,purpose_9,savings_1,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,348,0,1,train
9,1136,32,4,3,2,2,status_1,credit_history_4,purpose_7,savings_3,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,349,1,1,train
9,1236,23,1,4,1,1,status_3,credit_history_2,purpose_5,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_1,350,0,0,test
9,959,29,1,2,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,351,1,0,train
18,3229,38,2,4,1,1,status_3,credit_history_4,purpose_1,savings_4,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_1,job_3,telephone_1,352,0,1,test
12,6199,28,4,2,2,1,status_0,credit_history_0,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_1,353,1,1,train
10,727,46,4,4,1,1,status_3,credit_history_2,purpose_7,savings_2,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_1,354,0,1,train
24,1246,23,4,2,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_1,housing_1,job_1,telephone_0,355,1,1,train
12,2331,49,1,4,1,1,status_3,credit_history_4,purpose_4,savings_4,employment_duration_4,other_debtors_1,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,356,0,1,train
36,4463,26,4,2,2,1,status_3,credit_history_3,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_1,357,1,1,calib
12,776,28,4,2,1,1,status_3,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,358,0,1,test
30,2406,23,4,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,359,1,0,test
18,1239,61,4,4,1,1,status_1,credit_history_2,purpose_7,savings_4,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,360,0,1,train
12,3399,37,2,3,1,1,status_2,credit_history_2,purpose_4,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_0,361,0,1,calib
12,2247,36,2,2,2,1,status_2,credit_history_3,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_1,housing_1,job_2,telephone_1,362,0,0,train
6,1766,21,1,2,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_0,363,0,1,train
18,2473,25,4,1,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_0,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_0,telephone_0,364,1,1,train
12,1542,36,2,4,1,1,status_3,credit_history_2,purpose_9,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,365,0,1,train
18,3850,27,3,1,2,1,status_3,credit_history_4,purpose_1,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,366,0,1,train
18,3650,22,1,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,367,0,0,calib
36,3446,42,4,2,1,2,status_0,credit_history_2,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,368,1,1,train
18,3001,40,2,4,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,369,0,0,test
36,3079,36,4,4,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,370,0,1,train
18,6070,33,3,4,2,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,371,0,1,train
10,2146,23,1,3,2,1,status_3,credit_history_4,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,372,0,0,train
60,13756,63,2,4,1,1,status_3,credit_history_4,purpose_0,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_3,telephone_1,373,0,1,calib
60,14782,60,3,4,2,1,status_1,credit_history_1,purpose_2,savings_1,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_3,telephone_1,374,1,0,calib
48,7685,37,2,4,1,1,status_0,credit_history_1,purpose_9,savings_0,employment_duration_3,other_debtors_2,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,375,1,0,calib
18,2320,34,2,3,2,1,status_3,credit_history_3,purpose_4,savings_0,employment_duration_0,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,376,0,1,train
7,846,36,3,4,1,1,status_3,credit_history_3,purpose_4,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,377,0,1,train
36,14318,57,4,2,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,378,1,1,test
6,362,52,4,4,2,1,status_3,credit_history_4,purpose_0,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,379,0,0,train
20,2212,39,4,4,1,1,status_0,credit_history_2,purpose_3,savings_4,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,380,0,1,test
18,12976,38,3,4,1,1,status_1,credit_history_2,purpose_1,savings_0,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,381,1,0,train
22,1283,25,4,4,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_0,382,0,0,train
12,1330,26,4,1,1,1,status_2,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,383,0,1,test
30,4272,26,2,2,2,1,status_3,credit_history_3,purpose_9,savings_1,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,384,0,1,train
18,2238,25,2,1,2,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,385,0,0,calib
18,1126,21,4,2,1,1,status_3,credit_history_2,purpose_4,savings_4,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_1,386,0,0,train
18,7374,40,4,4,2,1,status_1,credit_history_4,purpose_3,savings_0,employment_duration_0,other_debtors_0,property_1,other_installment_plans_1,housing_1,job_3,telephone_1,387,0,1,test
15,2326,27,2,4,1,1,status_1,credit_history_4,purpose_9,savings_2,employment_duration_2,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,388,0,1,train
9,1449,27,3,2,2,1,status_3,credit_history_2,purpose_9,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,389,0,0,train
18,1820,30,2,2,1,1,status_3,credit_history_2,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,390,0,1,test
12,983,19,1,4,1,1,status_1,credit_history_2,purpose_3,savings_3,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_1,telephone_0,391,0,0,calib
36,3249,39,2,4,1,2,status_0,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_3,telephone_1,392,0,1,train
6,1957,31,1,4,1,1,status_0,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,393,0,0,train
9,2406,31,2,3,1,1,status_3,credit_history_4,purpose_3,savings_0,employment_duration_0,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_0,394,0,1,calib
39,11760,32,2,3,1,1,status_1,credit_history_3,purpose_7,savings_1,employment_duration_3,other_debtors_0,property_3,other_installment_plans_2,housing_0,job_2,telephone_1,395,0,1,train
12,2578,55,3,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_0,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_0,396,0,0,calib
36,2348,46,3,2,2,1,status_0,credit_history_4,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_1,397,0,1,train
12,1223,46,1,1,2,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,398,1,1,calib
24,1516,43,4,1,2,1,status_3,credit_history_4,purpose_4,savings_3,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,399,0,0,train
18,1473,39,3,4,1,1,status_3,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,400,0,1,test
18,1887,28,4,4,2,1,status_1,credit_history_4,purpose_9,savings_4,employment_duration_2,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_2,telephone_0,401,0,1,train
24,8648,27,2,2,2,1,status_3,credit_history_3,purpose_9,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_1,402,1,1,calib
14,802,27,4,2,2,1,status_3,credit_history_3,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,403,0,1,train
18,2899,43,4,4,1,2,status_1,credit_history_3,purpose_0,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,404,0,1,train
